Country,Gender,Compensation: midpoint,Employment Status
Romania,Female,30000,Employed full-time
Russian Federation,Male,,Employed full-time
Russian Federation,Male,30000,Employed full-time
Russian Federation,Male,30000,Employed part-time
Russian Federation,Male,,Employed part-time
Russian Federation,Male,70000,Employed full-time
Russian Federation,Male,,Employed full-time
Russian Federation,Male,50000,Employed full-time
Slovakia,Male,30000,Freelance / Contractor
Spain,Male,Rather not say,Employed full-time
Thailand,Male,Rather not say,Freelance / Contractor
Thailand,Male,10000,Employed full-time
Turkey,Male,10000,Employed full-time
Turkey,Male,50000,Employed full-time
Turkey,Male,Rather not say,Employed full-time
Turkey,Male,10000,Employed full-time
Turkey,Male,30000,Employed full-time
Turkey,Male,110000,Employed full-time
United Kingdom,Male,90000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Female,50000,Employed full-time
United Kingdom,Male,170000,Employed full-time
United Kingdom,Male,90000,Freelance / Contractor
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,10000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,,Employed full-time
United Kingdom,Male,90000,Employed full-time
United Kingdom,Male,110000,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,30000,Employed full-time
United States,Male,,Employed full-time
United States,Male,130000,Employed full-time
United States,Female,110000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,170000,Employed full-time
United States,Male,170000,Employed full-time
United States,Male,Rather not say,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,10000,Freelance / Contractor
United States,Male,30000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,170000,Freelance / Contractor
United States,Male,70000,Employed full-time
United States,Male,170000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,Rather not say,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,90000,Employed full-time
Venezuela,Female,30000,Employed full-time
Germany,Male,130000,Freelance / Contractor
Netherlands,Male,,Employed full-time
United Kingdom,Male,90000,Freelance / Contractor
Argentina,Male,,Employed full-time
Australia,Male,70000,Employed full-time
Australia,Male,90000,Employed full-time
Austria,Male,50000,Employed full-time
Belgium,Male,Rather not say,Employed full-time
Belgium,Male,70000,Employed full-time
Brazil,Male,Rather not say,Employed full-time
Brazil,Male,,Employed full-time
Bulgaria,Female,10000,Employed full-time
Canada,Male,30000,Employed full-time
Canada,Male,110000,Employed full-time
China,Male,10000,Employed full-time
Czech Republic,Male,30000,Employed full-time
Czech Republic,Female,10000,Employed part-time
Czech Republic,Male,,Employed full-time
Czech Republic,Male,50000,Employed full-time
Finland,Prefer not to disclose,50000,Employed full-time
France,Male,70000,Employed full-time
France,Male,10000,Employed part-time
Germany,Male,50000,Employed full-time
Germany,Male,70000,Employed full-time
Germany,Male,130000,Freelance / Contractor
Germany,Male,70000,Employed full-time
Germany,Male,30000,Employed part-time
Germany,Male,90000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Female,10000,Employed full-time
India,Female,10000,Employed full-time
India,Prefer not to disclose,10000,Employed full-time
Iran,Male,,Employed part-time
Ireland {Republic},Male,50000,Employed full-time
Italy,Male,30000,Employed full-time
Korea South,Male,90000,Employed full-time
Mexico,Male,10000,Employed full-time
Morocco,Male,30000,Employed full-time
Netherlands,Male,Rather not say,Employed full-time
Netherlands,Male,70000,Employed full-time
Netherlands,Male,170000,Freelance / Contractor
Netherlands,Male,Rather not say,Employed full-time
Netherlands,Male,10000,Employed part-time
Netherlands,Male,30000,Employed full-time
Netherlands,Male,50000,Employed full-time
Norway,Male,50000,Employed full-time
Peru,Male,10000,Employed full-time
Poland,Male,10000,Employed full-time
Poland,Female,10000,Employed full-time
Poland,Male,50000,Freelance / Contractor
Poland,Male,30000,Employed full-time
Poland,Male,70000,Freelance / Contractor
Poland,Male,10000,Employed part-time
Portugal,Male,50000,Employed full-time
Romania,Male,50000,Employed full-time
Russian Federation,Male,70000,Employed full-time
Spain,Male,50000,Employed full-time
Spain,Male,50000,Employed full-time
Spain,Male,30000,Employed full-time
Spain,Female,,Employed full-time
Sweden,Male,Rather not say,Employed full-time
Sweden,Male,50000,Employed full-time
Sweden,Male,70000,Employed full-time
Switzerland,Male,70000,Employed part-time
Switzerland,Male,130000,Employed full-time
Switzerland,Male,70000,Employed part-time
Ukraine,Male,10000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,130000,Freelance / Contractor
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,130000,Employed full-time
United Kingdom,Female,110000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,10000,Freelance / Contractor
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,150000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United Kingdom,Male,30000,Freelance / Contractor
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,150000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,Rather not say,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,Rather not say,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,130000,Other
United States,Male,10000,Freelance / Contractor
United States,Male,70000,Employed full-time
United States,Male,150000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,50000,Employed full-time
United States,Female,70000,Freelance / Contractor
United States,Male,70000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,30000,Employed part-time
N/A,Male,70000,Employed full-time
Belgium,Male,50000,Employed full-time
Brazil,Male,30000,Employed full-time
Denmark,Male,70000,Employed full-time
France,Male,30000,Employed full-time
Germany,Male,,Employed full-time
Germany,Male,90000,Employed full-time
Germany,Male,70000,Employed full-time
Germany,Male,70000,Employed full-time
Germany,Male,70000,Employed full-time
India,Male,10000,Employed full-time
India,Male,50000,Employed full-time
Iran,Male,10000,Freelance / Contractor
Italy,Male,70000,Employed part-time
Netherlands,Male,90000,Employed full-time
New Zealand,Male,10000,Freelance / Contractor
Poland,Male,30000,Employed full-time
Poland,Male,10000,Employed full-time
Portugal,Male,10000,Employed full-time
Russian Federation,Male,10000,Employed full-time
Sweden,Male,50000,Employed full-time
Sweden,Male,150000,Freelance / Contractor
Ukraine,Male,30000,Employed full-time
United Kingdom,Male,130000,Freelance / Contractor
United Kingdom,Male,50000,Employed full-time
United Kingdom,Female,90000,Employed full-time
United Kingdom,Male,110000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United Kingdom,Male,90000,Employed full-time
United Kingdom,Male,170000,Freelance / Contractor
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,150000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,170000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,170000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,50000,Employed full-time
Vietnam,Male,Rather not say,Employed full-time
N/A,Male,,Employed full-time
N/A,Male,50000,Employed full-time
N/A,,10000,Employed part-time
N/A,Male,50000,Employed full-time
N/A,Male,,Employed full-time
N/A,Prefer not to disclose,10000,Employed full-time
N/A,Male,Unemployed,Freelance / Contractor
N/A,Male,70000,Employed full-time
Argentina,Male,30000,Employed full-time
Argentina,Male,10000,Employed full-time
Armenia,Male,,Employed full-time
Australia,Prefer not to disclose,50000,Employed full-time
Australia,Male,50000,Employed full-time
Australia,Male,70000,Employed full-time
Australia,Male,70000,Employed full-time
Australia,Male,50000,Freelance / Contractor
Australia,Male,90000,Employed full-time
Austria,Male,50000,Employed full-time
Austria,Male,Rather not say,Employed full-time
Bangladesh,Male,,Employed full-time
Bangladesh,Male,10000,Employed full-time
Bangladesh,Male,,Employed full-time
Bangladesh,Male,10000,Employed full-time
Bangladesh,Male,10000,Employed full-time
Bangladesh,Male,Rather not say,Employed full-time
Bangladesh,Male,10000,Employed full-time
Bangladesh,Male,30000,Employed full-time
Belarus,Male,30000,Employed full-time
Belarus,Male,10000,Freelance / Contractor
Belgium,Male,30000,Employed full-time
Belgium,Male,50000,Employed full-time
Bolivia,Male,10000,Employed full-time
Bosnia Herzegovina,Male,10000,Employed full-time
Bosnia Herzegovina,Male,10000,Employed full-time
Brazil,Male,30000,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,Rather not say,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,30000,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,Rather not say,Freelance / Contractor
Brazil,Male,10000,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,70000,Employed full-time
Bulgaria,Male,30000,Employed full-time
Bulgaria,Male,Rather not say,Employed full-time
Bulgaria,Male,10000,Employed full-time
Bulgaria,Male,10000,Employed full-time
Bulgaria,Male,50000,Employed full-time
Canada,Male,50000,Employed full-time
Canada,Male,50000,Employed full-time
Canada,Male,130000,Employed full-time
Canada,Male,110000,Employed full-time
Canada,Male,90000,Employed full-time
Canada,Male,50000,Employed full-time
Canada,Male,70000,Employed full-time
China,Male,10000,Employed full-time
China,Male,Rather not say,Employed full-time
China,Male,Rather not say,Employed full-time
China,Male,,Employed full-time
Colombia,Male,10000,Freelance / Contractor
Colombia,Male,10000,Employed full-time
Colombia,Male,30000,Employed full-time
Colombia,Male,,Employed full-time
Costa Rica,Male,30000,Employed full-time
Costa Rica,Male,10000,Employed full-time
Croatia,Male,30000,Employed full-time
Croatia,Male,30000,Employed full-time
Czech Republic,Male,Rather not say,Employed full-time
Czech Republic,Male,50000,Employed full-time
Czech Republic,Male,50000,Employed full-time
